model_id,likes,downloads,last_modified,architecture,parameters,type,license,languages,dataset,epochs,batch_size,optimizer,learning_rate
google/gemma-7b-it,1243,50131,2024-08-14T08:36:20.000Z,"transformers,safetensors,gguf,gemma,text-generation,conversational,arxiv:2312.11805,arxiv:2009.03300,arxiv:1905.07830,arxiv:1911.11641,arxiv:1904.09728,arxiv:1905.10044,arxiv:1907.10641,arxiv:1811.00937,arxiv:1809.02789,arxiv:1911.01547,arxiv:1705.03551,arxiv:2107.03374,arxiv:2108.07732,arxiv:2110.14168,arxiv:2304.06364,arxiv:2206.04615,arxiv:1804.06876,arxiv:2110.08193,arxiv:2009.11462,arxiv:2101.11718,arxiv:1804.09301,arxiv:2109.07958,arxiv:2203.09509,base_model:google/gemma-7b,base_model:finetune:google/gemma-7b,license:gemma,text-generation-inference,endpoints_compatible,region:us",,base,,,,,,,
dphn/dolphin-2.5-mixtral-8x7b,1242,2444,2024-05-21T16:20:06.000Z,"transformers,pytorch,safetensors,mixtral,text-generation,conversational,en,dataset:ehartford/dolphin,dataset:jondurbin/airoboros-2.2.1,dataset:ehartford/dolphin-coder,dataset:migtissera/Synthia-v1.3,dataset:teknium/openhermes,dataset:ise-uiuc/Magicoder-OSS-Instruct-75K,dataset:ise-uiuc/Magicoder-Evol-Instruct-110K,dataset:LDJnr/Pure-Dove,license:apache-2.0,text-generation-inference,endpoints_compatible,region:us",,base,,- en,,,,,
zai-org/GLM-4.6,1212,24279,2025-09-30T10:17:45.000Z,"transformers,safetensors,glm4_moe,text-generation,conversational,en,zh,arxiv:2508.06471,license:mit,eval-results,endpoints_compatible,region:us",,base,,- en,,,,,
Qwen/Qwen2.5-7B-Instruct,1205,12832577,2025-01-12T02:10:10.000Z,"transformers,safetensors,qwen2,text-generation,chat,conversational,en,arxiv:2309.00071,arxiv:2407.10671,base_model:Qwen/Qwen2.5-7B,base_model:finetune:Qwen/Qwen2.5-7B,license:apache-2.0,text-generation-inference,endpoints_compatible,deploy:azure,region:us",,instruction-tuned,,- en,,,,,
ai21labs/Jamba-v0.1,1190,2215,2024-09-11T17:29:22.000Z,"transformers,safetensors,jamba,text-generation,mamba,moe,custom_code,arxiv:2403.19887,license:apache-2.0,endpoints_compatible,region:us",52b parameters,base,,,,,,,
Qwen/Qwen3-0.6B,1190,15063024,2025-07-26T03:46:27.000Z,"transformers,safetensors,qwen3,text-generation,conversational,arxiv:2505.09388,base_model:Qwen/Qwen3-0.6B-Base,base_model:finetune:Qwen/Qwen3-0.6B-Base,license:apache-2.0,text-generation-inference,endpoints_compatible,deploy:azure,region:us",,base,,,,,,,
google/gemma-2b,1163,158651,2024-09-27T12:18:55.000Z,"transformers,safetensors,gguf,gemma,text-generation,arxiv:2312.11805,arxiv:2009.03300,arxiv:1905.07830,arxiv:1911.11641,arxiv:1904.09728,arxiv:1905.10044,arxiv:1907.10641,arxiv:1811.00937,arxiv:1809.02789,arxiv:1911.01547,arxiv:1705.03551,arxiv:2107.03374,arxiv:2108.07732,arxiv:2110.14168,arxiv:2304.06364,arxiv:2206.04615,arxiv:1804.06876,arxiv:2110.08193,arxiv:2009.11462,arxiv:2101.11718,arxiv:1804.09301,arxiv:2109.07958,arxiv:2203.09509,license:gemma,text-generation-inference,endpoints_compatible,region:us",,base,,,,,,,
openchat/openchat_3.5,1140,14060,2024-05-18T18:09:11.000Z,"transformers,pytorch,mistral,text-generation,openchat,C-RLFT,conversational,dataset:openchat/openchat_sharegpt4_dataset,dataset:imone/OpenOrca_FLAN,dataset:LDJnr/LessWrong-Amplify-Instruct,dataset:LDJnr/Pure-Dove,dataset:LDJnr/Verified-Camel,dataset:tiedong/goat,dataset:glaiveai/glaive-code-assistant,dataset:meta-math/MetaMathQA,dataset:OpenAssistant/oasst_top1_2023-08-25,dataset:TIGER-Lab/MathInstruct,arxiv:2309.11235,arxiv:2303.08774,license:apache-2.0,text-generation-inference,endpoints_compatible,deploy:azure,region:us",,chat,,,,,,,
HuggingFaceH4/zephyr-7b-alpha,1120,5421,2024-10-16T11:53:22.000Z,"transformers,pytorch,safetensors,mistral,text-generation,generated_from_trainer,conversational,en,dataset:stingning/ultrachat,dataset:openbmb/UltraFeedback,arxiv:2305.18290,arxiv:2310.16944,arxiv:2305.14233,arxiv:2310.01377,base_model:mistralai/Mistral-7B-v0.1,base_model:finetune:mistralai/Mistral-7B-v0.1,license:mit,text-generation-inference,endpoints_compatible,region:us",,base,,- en,,1,,"adam with betas=(0.9,0.999) and epsilon=1e-08",
meta-llama/Llama-2-13b-chat-hf,1113,158992,2024-04-17T08:40:58.000Z,"transformers,pytorch,safetensors,llama,text-generation,facebook,meta,llama-2,conversational,en,arxiv:2307.09288,license:llama2,text-generation-inference,endpoints_compatible,region:us",,chat,,,,,,,
CohereLabs/c4ai-command-r-v01,1106,14283,2025-04-16T03:10:13.000Z,"transformers,safetensors,cohere,text-generation,conversational,en,fr,de,es,it,pt,ja,ko,zh,ar,doi:10.57967/hf/3139,license:cc-by-nc-4.0,text-generation-inference,region:us",,base,,,,,,,
unsloth/DeepSeek-R1-GGUF,1102,48518,2025-05-30T07:44:07.000Z,"transformers,gguf,deepseek_v3,text-generation,deepseek,unsloth,custom_code,en,arxiv:2501.12948,base_model:deepseek-ai/DeepSeek-R1,base_model:quantized:deepseek-ai/DeepSeek-R1,license:mit,endpoints_compatible,region:us,conversational",,base,,- en,,,,,
tiiuae/falcon-7b,1101,147698,2024-10-12T13:20:18.000Z,"transformers,pytorch,safetensors,falcon,text-generation,custom_code,en,dataset:tiiuae/falcon-refinedweb,arxiv:2205.14135,arxiv:1911.02150,arxiv:2101.00027,arxiv:2005.14165,arxiv:2104.09864,arxiv:2306.01116,license:apache-2.0,text-generation-inference,region:us,deploy:azure",7b parameters,base,,- en,,,,,
Qwen/Qwen3-235B-A22B,1088,590912,2025-07-26T03:45:13.000Z,"transformers,safetensors,qwen3_moe,text-generation,conversational,arxiv:2309.00071,arxiv:2505.09388,license:apache-2.0,eval-results,endpoints_compatible,region:us",,base,,,,,,,
deepseek-ai/DeepSeek-R1-0528-Qwen3-8B,1049,285660,2025-05-29T13:13:34.000Z,"transformers,safetensors,qwen3,text-generation,conversational,arxiv:2501.12948,license:mit,text-generation-inference,endpoints_compatible,region:us",,base,,,,,,,
Qwen/Qwen3-8B,1043,8582115,2025-07-26T03:49:13.000Z,"transformers,safetensors,qwen3,text-generation,conversational,arxiv:2309.00071,arxiv:2505.09388,base_model:Qwen/Qwen3-8B-Base,base_model:finetune:Qwen/Qwen3-8B-Base,license:apache-2.0,text-generation-inference,endpoints_compatible,deploy:azure,region:us",,base,,,,,,,
Nanbeige/Nanbeige4.1-3B,1036,319830,2026-03-25T01:56:21.000Z,"transformers,safetensors,llama,text-generation,llm,nanbeige,conversational,en,zh,arxiv:2602.13367,base_model:Nanbeige/Nanbeige4-3B-Base,base_model:finetune:Nanbeige/Nanbeige4-3B-Base,license:apache-2.0,eval-results,text-generation-inference,endpoints_compatible,deploy:azure,region:us",10b parameters,base,,- en,,,,,
tiiuae/falcon-7b-instruct,1032,59903,2024-10-12T13:20:03.000Z,"transformers,pytorch,coreml,safetensors,falcon,text-generation,conversational,custom_code,en,dataset:tiiuae/falcon-refinedweb,arxiv:2205.14135,arxiv:1911.02150,arxiv:2005.14165,arxiv:2104.09864,arxiv:2306.01116,license:apache-2.0,text-generation-inference,endpoints_compatible,region:us,deploy:azure",7b parameters,instruction-tuned,,- en,,,,,
google/gemma-3-270m,1014,101068,2025-08-14T07:35:01.000Z,"transformers,safetensors,gemma3_text,text-generation,gemma3,gemma,google,arxiv:2503.19786,arxiv:1905.07830,arxiv:1905.10044,arxiv:1911.11641,arxiv:1705.03551,arxiv:1911.01547,arxiv:1907.10641,arxiv:2311.07911,arxiv:2311.12022,arxiv:2411.04368,arxiv:1904.09728,arxiv:1903.00161,arxiv:2009.03300,arxiv:2304.06364,arxiv:2103.03874,arxiv:2110.14168,arxiv:2108.07732,arxiv:2107.03374,arxiv:2403.07974,arxiv:2305.03111,arxiv:2405.04520,arxiv:2210.03057,arxiv:2106.03193,arxiv:1910.11856,arxiv:2502.12404,arxiv:2502.21228,arxiv:2404.16816,arxiv:2104.12756,arxiv:2311.16502,arxiv:2203.10244,arxiv:2404.12390,arxiv:1810.12440,arxiv:1908.02660,arxiv:2310.02255,arxiv:2312.11805,license:gemma,text-generation-inference,endpoints_compatible,region:us",,base,,,,,,,
Qwen/Qwen3-Coder-30B-A3B-Instruct,1010,1829910,2025-12-03T08:05:17.000Z,"transformers,safetensors,qwen3_moe,text-generation,conversational,arxiv:2505.09388,license:apache-2.0,endpoints_compatible,deploy:azure,region:us",,instruction-tuned,,,,,,,
deepseek-ai/DeepSeek-V3.1-Base,1009,6731,2025-08-26T08:15:20.000Z,"transformers,safetensors,deepseek_v3,text-generation,conversational,custom_code,arxiv:2412.19437,license:mit,text-generation-inference,endpoints_compatible,fp8,region:us",,base,,,,,,,
manycore-research/SpatialLM-Llama-1B,993,848,2025-03-21T05:38:34.000Z,"transformers,safetensors,spatiallm_llama,text-generation,conversational,base_model:meta-llama/Llama-3.2-1B-Instruct,base_model:finetune:meta-llama/Llama-3.2-1B-Instruct,license:llama3.2,endpoints_compatible,region:us",,base,,,,,,,
deepseek-ai/DeepSeek-V3.2-Exp,982,191245,2025-11-18T02:39:54.000Z,"transformers,safetensors,deepseek_v32,text-generation,conversational,base_model:deepseek-ai/DeepSeek-V3.2-Exp-Base,base_model:finetune:deepseek-ai/DeepSeek-V3.2-Exp-Base,license:mit,endpoints_compatible,fp8,region:us",,base,,,,,,,
microsoft/Phi-3.5-mini-instruct,971,733556,2025-12-10T20:22:56.000Z,"transformers,safetensors,phi3,text-generation,nlp,code,conversational,custom_code,multilingual,arxiv:2404.14219,arxiv:2407.13833,arxiv:2403.06412,license:mit,eval-results,text-generation-inference,endpoints_compatible,region:us",3.8b parameters,instruction-tuned,,- multilingual,,,,,
google/functiongemma-270m-it,971,38234,2026-01-14T09:33:54.000Z,"transformers,safetensors,gemma3_text,text-generation,gemma3,gemma,google,functiongemma,conversational,license:gemma,text-generation-inference,endpoints_compatible,region:us",,base,,,,,,,
microsoft/Phi-3-vision-128k-instruct,970,96667,2025-12-10T20:23:49.000Z,"transformers,safetensors,phi3_v,text-generation,nlp,code,vision,conversational,custom_code,multilingual,license:mit,region:us",4.2b parameters,instruction-tuned,,- multilingual,,,,,
meta-llama/Llama-3.1-405B,968,198278,2024-09-25T17:01:49.000Z,"transformers,safetensors,llama,text-generation,facebook,meta,pytorch,llama-3,en,de,fr,it,pt,hi,es,th,arxiv:2204.05149,license:llama3.1,eval-results,text-generation-inference,endpoints_compatible,region:us",,base,,,,,,,
Qwen/Qwen3-Next-80B-A3B-Instruct,960,327547,2025-09-17T06:57:40.000Z,"transformers,safetensors,qwen3_next,text-generation,conversational,arxiv:2309.00071,arxiv:2404.06654,arxiv:2505.09388,arxiv:2501.15383,license:apache-2.0,eval-results,endpoints_compatible,deploy:azure,region:us",,instruction-tuned,,,,,,,
deepseek-ai/DeepSeek-R1-Zero,950,6611,2025-03-27T04:02:04.000Z,"transformers,safetensors,deepseek_v3,text-generation,conversational,custom_code,arxiv:2501.12948,license:mit,text-generation-inference,endpoints_compatible,fp8,region:us",,base,,,,,,,
HuggingFaceTB/SmolLM3-3B,930,1059563,2025-09-10T12:28:11.000Z,"transformers,safetensors,smollm3,text-generation,conversational,en,fr,es,it,pt,zh,ar,ru,base_model:HuggingFaceTB/SmolLM3-3B-Base,base_model:finetune:HuggingFaceTB/SmolLM3-3B-Base,license:apache-2.0,endpoints_compatible,deploy:azure,region:us",,base,,- en,,,,,
Qwen/Qwen2.5-72B-Instruct,926,506829,2025-01-12T02:07:38.000Z,"transformers,safetensors,qwen2,text-generation,chat,conversational,en,arxiv:2309.00071,arxiv:2407.10671,base_model:Qwen/Qwen2.5-72B,base_model:finetune:Qwen/Qwen2.5-72B,license:other,text-generation-inference,endpoints_compatible,deploy:azure,region:us",,instruction-tuned,,- en,,,,,
google/gemma-3-1b-it,920,760358,2025-04-04T13:12:40.000Z,"transformers,safetensors,gemma3_text,text-generation,conversational,arxiv:1905.07830,arxiv:1905.10044,arxiv:1911.11641,arxiv:1904.09728,arxiv:1705.03551,arxiv:1911.01547,arxiv:1907.10641,arxiv:1903.00161,arxiv:2009.03300,arxiv:2304.06364,arxiv:2103.03874,arxiv:2110.14168,arxiv:2311.12022,arxiv:2108.07732,arxiv:2107.03374,arxiv:2210.03057,arxiv:2106.03193,arxiv:1910.11856,arxiv:2502.12404,arxiv:2502.21228,arxiv:2404.16816,arxiv:2104.12756,arxiv:2311.16502,arxiv:2203.10244,arxiv:2404.12390,arxiv:1810.12440,arxiv:1908.02660,arxiv:2312.11805,base_model:google/gemma-3-1b-pt,base_model:finetune:google/gemma-3-1b-pt,license:gemma,text-generation-inference,endpoints_compatible,region:us",,base,,,,,,,
meta-llama/Llama-3.1-70B-Instruct,907,872627,2024-12-15T01:55:33.000Z,"transformers,safetensors,llama,text-generation,facebook,meta,pytorch,llama-3,conversational,en,de,fr,it,pt,hi,es,th,arxiv:2204.05149,base_model:meta-llama/Llama-3.1-70B,base_model:finetune:meta-llama/Llama-3.1-70B,license:llama3.1,text-generation-inference,endpoints_compatible,region:us",,instruction-tuned,,,,,,,
teknium/OpenHermes-2.5-Mistral-7B,895,141785,2024-02-19T17:53:06.000Z,"transformers,pytorch,safetensors,mistral,text-generation,instruct,finetune,chatml,gpt4,synthetic data,distillation,conversational,en,dataset:teknium/OpenHermes-2.5,base_model:mistralai/Mistral-7B-v0.1,base_model:finetune:mistralai/Mistral-7B-v0.1,license:apache-2.0,text-generation-inference,endpoints_compatible,region:us,deploy:azure",,base,,- en,,,,,
NexaAI/Octopus-v2,891,517,2024-05-21T06:53:11.000Z,"transformers,safetensors,gemma,text-generation,function calling,on-device language model,android,conversational,en,arxiv:2404.19296,arxiv:2404.11459,arxiv:2404.01744,base_model:google/gemma-2b,base_model:finetune:google/gemma-2b,license:cc-by-nc-4.0,text-generation-inference,region:us",,base,,- en,,,,,
Qwen/Qwen3-30B-A3B,877,1351650,2025-07-26T03:45:17.000Z,"transformers,safetensors,qwen3_moe,text-generation,conversational,arxiv:2309.00071,arxiv:2505.09388,base_model:Qwen/Qwen3-30B-A3B-Base,base_model:finetune:Qwen/Qwen3-30B-A3B-Base,license:apache-2.0,endpoints_compatible,region:us",,base,,,,,,,
meta-llama/Meta-Llama-3-70B,874,139788,2024-09-27T15:52:49.000Z,"transformers,safetensors,llama,text-generation,facebook,meta,pytorch,llama-3,en,license:llama3,text-generation-inference,endpoints_compatible,region:us",,base,,,,,,,
deepseek-ai/DeepSeek-R1,13175,3809981,2025-03-27T04:01:59.000Z,"transformers,safetensors,deepseek_v3,text-generation,conversational,custom_code,arxiv:2501.12948,license:mit,eval-results,text-generation-inference,endpoints_compatible,fp8,region:us",,base,,,,,,,
meta-llama/Meta-Llama-3-8B,6515,3287503,2024-09-27T15:52:33.000Z,"transformers,safetensors,llama,text-generation,facebook,meta,pytorch,llama-3,en,license:llama3,text-generation-inference,endpoints_compatible,region:us",,base,,,,,,,
meta-llama/Llama-3.1-8B-Instruct,5699,9548783,2024-09-25T17:00:57.000Z,"transformers,safetensors,llama,text-generation,facebook,meta,pytorch,llama-3,conversational,en,de,fr,it,pt,hi,es,th,arxiv:2204.05149,base_model:meta-llama/Llama-3.1-8B,base_model:finetune:meta-llama/Llama-3.1-8B,license:llama3.1,eval-results,text-generation-inference,endpoints_compatible,region:us",,instruction-tuned,,,,,,,
meta-llama/Llama-2-7b-chat-hf,4732,433006,2024-04-17T08:40:48.000Z,"transformers,pytorch,safetensors,llama,text-generation,facebook,meta,llama-2,conversational,en,arxiv:2307.09288,license:llama2,text-generation-inference,endpoints_compatible,region:us",,chat,,,,,,,
openai/gpt-oss-120b,4691,3489532,2025-08-26T17:25:03.000Z,"transformers,safetensors,gpt_oss,text-generation,vllm,conversational,arxiv:2508.10925,license:apache-2.0,eval-results,endpoints_compatible,8-bit,mxfp4,deploy:azure,region:us",117b parameters,base,,,,,,,
openai/gpt-oss-20b,4539,6191914,2025-08-26T17:25:47.000Z,"transformers,safetensors,gpt_oss,text-generation,vllm,conversational,arxiv:2508.10925,license:apache-2.0,eval-results,endpoints_compatible,8-bit,mxfp4,deploy:azure,region:us",117b parameters,base,,,,,,,
meta-llama/Llama-2-7b,4473,294,2024-04-17T08:12:44.000Z,"facebook,meta,pytorch,llama,llama-2,text-generation,en,arxiv:2307.09288,license:llama2,region:us",,base,,,,,,,
meta-llama/Meta-Llama-3-8B-Instruct,4472,1299120,2025-06-18T23:49:51.000Z,"transformers,safetensors,llama,text-generation,facebook,meta,pytorch,llama-3,conversational,en,license:llama3,text-generation-inference,endpoints_compatible,region:us,deploy:azure",,instruction-tuned,,,,,,,
mistralai/Mistral-7B-v0.1,4074,868506,2025-07-24T16:44:02.000Z,"transformers,pytorch,safetensors,mistral,text-generation,pretrained,mistral-common,en,arxiv:2310.06825,license:apache-2.0,text-generation-inference,region:us",,base,,- en,,,,,
deepseek-ai/DeepSeek-V3,4031,781402,2025-03-27T04:01:45.000Z,"transformers,safetensors,deepseek_v3,text-generation,conversational,custom_code,arxiv:2412.19437,eval-results,text-generation-inference,endpoints_compatible,fp8,region:us",,base,,,,,,,
microsoft/phi-2,3446,1094822,2025-12-08T11:35:44.000Z,"transformers,safetensors,phi,text-generation,nlp,code,en,license:mit,text-generation-inference,endpoints_compatible,region:us,deploy:azure",,base,,- en,,,,,
google/gemma-7b,3301,138925,2024-06-27T14:09:40.000Z,"transformers,safetensors,gguf,gemma,text-generation,arxiv:2305.14314,arxiv:2312.11805,arxiv:2009.03300,arxiv:1905.07830,arxiv:1911.11641,arxiv:1904.09728,arxiv:1905.10044,arxiv:1907.10641,arxiv:1811.00937,arxiv:1809.02789,arxiv:1911.01547,arxiv:1705.03551,arxiv:2107.03374,arxiv:2108.07732,arxiv:2110.14168,arxiv:2304.06364,arxiv:2206.04615,arxiv:1804.06876,arxiv:2110.08193,arxiv:2009.11462,arxiv:2101.11718,arxiv:1804.09301,arxiv:2109.07958,arxiv:2203.09509,license:gemma,text-generation-inference,endpoints_compatible,region:us",,base,,,,,,,
openai-community/gpt2,3199,13849161,2024-02-19T10:57:45.000Z,"transformers,pytorch,tf,jax,tflite,rust,onnx,safetensors,gpt2,text-generation,exbert,en,doi:10.57967/hf/0039,license:mit,text-generation-inference,endpoints_compatible,region:us,deploy:azure",124m parameters,base,,en,,,,,
mistralai/Mistral-7B-Instruct-v0.2,3117,2221218,2025-07-24T16:57:21.000Z,"transformers,pytorch,safetensors,mistral,text-generation,finetuned,mistral-common,conversational,arxiv:2310.06825,license:apache-2.0,text-generation-inference,region:us,deploy:azure",,instruction-tuned,,,,,,,
deepseek-ai/DeepSeek-V3-0324,3101,574425,2025-03-27T04:01:53.000Z,"transformers,safetensors,deepseek_v3,text-generation,conversational,custom_code,arxiv:2412.19437,license:mit,eval-results,text-generation-inference,endpoints_compatible,fp8,region:us",,base,,,,,,,
bigcode/starcoder,2940,10707,2024-10-08T20:53:18.000Z,"transformers,pytorch,safetensors,gpt_bigcode,text-generation,code,dataset:bigcode/the-stack-dedup,arxiv:1911.02150,arxiv:2205.14135,arxiv:2207.14255,arxiv:2305.06161,license:bigcode-openrail-m,model-index,text-generation-inference,endpoints_compatible,region:us",,base,,,,,,,
Qwen/QwQ-32B,2892,70888,2025-03-11T12:15:48.000Z,"transformers,safetensors,qwen2,text-generation,chat,conversational,en,arxiv:2309.00071,arxiv:2412.15115,base_model:Qwen/Qwen2.5-32B,base_model:finetune:Qwen/Qwen2.5-32B,license:apache-2.0,text-generation-inference,endpoints_compatible,region:us,deploy:azure",,base,,- en,,,,,
meta-llama/Llama-3.3-70B-Instruct,2703,467893,2024-12-21T18:28:01.000Z,"transformers,safetensors,llama,text-generation,facebook,meta,pytorch,llama-3,conversational,en,fr,it,pt,hi,es,th,de,arxiv:2204.05149,base_model:meta-llama/Llama-3.1-70B,base_model:finetune:meta-llama/Llama-3.1-70B,license:llama3.3,text-generation-inference,endpoints_compatible,region:us",,instruction-tuned,,,,,,,
tiiuae/falcon-40b,2435,20305,2024-08-09T07:48:37.000Z,"transformers,pytorch,safetensors,falcon,text-generation,custom_code,en,de,es,fr,dataset:tiiuae/falcon-refinedweb,arxiv:2205.14135,arxiv:1911.02150,arxiv:2101.00027,arxiv:2005.14165,arxiv:2104.09864,arxiv:2306.01116,license:apache-2.0,text-generation-inference,region:us,deploy:azure",40b parameters,base,,- en,,,,,
